image_id,image_path,plant,image_label,source_dataset,source_archive,image_hash,split
-5805312977254070922_121-14_19_18,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070922_121-14_19_18.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,1d9da6ee96c4f4595157a2234d906c3594c087c3442ffda1b7e450b7f8e30b60,unassigned
-5805312977254070923_121-14_19_23,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070923_121-14_19_23.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,2253e4d7f3315671834c1e2436e17e3552d93749c055926aded4e3896c1d4e79,unassigned
-5805312977254070924_121-14_19_28,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070924_121-14_19_28.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,6955737f1e17efa74b8c8ed1283f77cb5235e663066b48aaa06620952a1005bc,unassigned
-5805312977254070925_121-14_19_33,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070925_121-14_19_33.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,3d7b22bdafc2eb51d3a8dada860887f3f651cd401ba23ec6362006098abbba69,unassigned
-5805312977254070926_121-14_19_38,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070926_121-14_19_38.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ed43b7f92b2818ed5088f99f352644b229e4b30f4e67e47fc8d1eff4140eac28,unassigned
-5805312977254070927_121-14_19_44,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070927_121-14_19_44.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,e74ab788cf9b60f9db3676a5c7eb09831370d2a37da649f3cebc842f33597f3b,unassigned
-5805312977254070928_121-14_19_50,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070928_121-14_19_50.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,7b93a57e33ad2cc4e7ab8c4795f2116a3576ce32da5296c56301501e9be48f95,unassigned
-5805312977254070938_121-14_22_39,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070938_121-14_22_39.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,69d141458ba3ba92d77b80bc90653fc3555cd47f766db659caff7e6434314e90,unassigned
-5805312977254070939_121-14_22_54,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070939_121-14_22_54.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b26fde58bde4aab6e0264ecffa5b08c308d3c82068e4c0e58515bbb05a82b82f,unassigned
-5805312977254070940_121-14_22_59,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070940_121-14_22_59.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,8cb7a3b1df5f6f1beb4b372670eb03fff0f275a6362db84314b80d51e7c7c58b,unassigned
-5805312977254070941_121-14_24_24,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070941_121-14_24_24.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,60517c87f02e07fe296be3efc073aebf2a31b7329152a4f4f7487de4d635aeed,unassigned
-5805312977254070942_121-14_37_39,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070942_121-14_37_39.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b5ee6cdbdc83bf95c5a709ba732b587aae8f7072aa08ae98bc6418c12511a7f9,unassigned
-5805312977254070943_121-14_37_46,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070943_121-14_37_46.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,1978118ec93f87ce049d02cad24f4cc0638c3a378314d2004d0c6168ad174241,unassigned
-5805312977254070944_121-14_37_52,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070944_121-14_37_52.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,c293a0445bc8d1bf17eb48e5c1c06761b38343c3505ead532d029a08950a0cca,unassigned
-5805312977254070945_121-14_37_57,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070945_121-14_37_57.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,6930fa6a1cd255c5ccc4566f8bcb147af2aabcc6dc59ccd9bb69c53c261cc773,unassigned
-5805312977254070947_121-14_38_13,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070947_121-14_38_13.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b56b66ba02afd3234d8003cb71175f30333c1751f647544f8eab076805e0269a,unassigned
-5805312977254070955_121-14_40_10,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070955_121-14_40_10.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ea6df080845daf20e9a3e3befa1fb0a45b21b5ef648ef8c51c3270034ee067ff,unassigned
-5805312977254070956_121-14_40_15,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070956_121-14_40_15.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,2b740bbc83a1616ac03b7820f4d83ce53ec41ad53b699bc73a3e04662f1b3c66,unassigned
-5805312977254070957_121-14_40_22,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070957_121-14_40_22.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,5cadd7b9d242ca5cd02b9c9cc99dfc7eeaa969e3edf6f06ac44111ce7dba3af3,unassigned
-5805312977254070958_121-14_40_26,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070958_121-14_40_26.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fbe44d4f391e24607577e3b1219730be57c951474b96c0534c84158f49deb8d7,unassigned
-5805312977254070959_121-14_40_32,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070959_121-14_40_32.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,e3b18a6e94c6acbab9d4360c465d240c10f7d2bff1be0aae31edad82263b54c0,unassigned
-5805312977254070964_121-14_42_10,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070964_121-14_42_10.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,221193cc90f80f9f2b11e0191e730271df3f1c9ffdd1e2b04c20a8d53a656286,unassigned
-5805312977254070965_121-14_42_15,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070965_121-14_42_15.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,af2d37024b3ee18122e70d6f42d01ec5c33d325377683e45a60170b1734a14ba,unassigned
-5805312977254070966_121-14_42_21,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070966_121-14_42_21.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fa17c6a3606179944cf1770bb4a2adf12d8fa1dd256406124cc8bed4957e60fb,unassigned
-5805312977254070967_121-14_42_27,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070967_121-14_42_27.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,9e3eb41572c71a9b8a72750e58f5c5f15355867d1ec5d76752c5717fc3a08f55,unassigned
-5805312977254070971_121-14_44_30,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070971_121-14_44_30.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,a1bfe3aa6646652fb17b35e101d6405e07db427847f433a4514a08e7d807d3a6,unassigned
-5805312977254070972_121-14_44_37,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070972_121-14_44_37.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,d336f9d83fdad35d4fbfc1fecdbbd339e0b96b44219da975576f1de6828f213f,unassigned
-5805312977254070973_121-14_44_42,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070973_121-14_44_42.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,7317fc174f79936accff1dfcc7170f6685188c5a0ffc5e3f858f15255d43f99e,unassigned
-5805312977254070974_121-14_44_47,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070974_121-14_44_47.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,06dbf385bc6dfddf6da90050a467c6ac58c7d92f09317919fbf125cacf4440cc,unassigned
-5805312977254070975_121-14_44_52,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070975_121-14_44_52.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ced7eec287377903ef98e7f76ff9d209524630a6c9490482ac06eceea4ae5009,unassigned
-5805312977254070976_121-14_44_57,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070976_121-14_44_57.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fb21d411d5e0f438df533fb34159013c1fc7301c2dc7aa97dea1de0ff051dd2a,unassigned
-5805312977254070977_121-14_45_2,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070977_121-14_45_2.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,4a1cdf6e71647a14af5a69e9ddd1176ce3d9cd3cb9a9328e7fc492a800a84189,unassigned
-5805312977254070978_121-14_45_7,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070978_121-14_45_7.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,d1de5a2a91c9db4b00ad13371b972bc3be6e79d52f28c38684bf84b0d329b77d,unassigned
-5805312977254070979_121-14_45_11,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070979_121-14_45_11.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,295c3fd95cf8f5f2f4084b0814be44f4f4dec90a05717d24b5f9217570af0379,unassigned
-5805312977254070980_121-14_45_17,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070980_121-14_45_17.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,0d6319e897321abdabe78a235d4af80a8e4b867ac82f04dfe85a6bd582a5f5cb,unassigned
-5805312977254070984_121-14_46_26,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070984_121-14_46_26.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,6f76e107e5c96ad391382ea79f9316be4007318f18de8fc2037fe9cb04e0b8e2,unassigned
-5805312977254070985_121-14_46_30,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070985_121-14_46_30.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,d6d3aa29b1cd7623580ccfc8ab4b98a1d8b2143b13c14d1e014cab0dafa30e7e,unassigned
-5805312977254070986_121-14_46_36,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070986_121-14_46_36.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b6b2e9a5aea8409463d2973042420761caab01bc52d994d3e798f064c3201cef,unassigned
-5805312977254070987_121-14_46_41,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070987_121-14_46_41.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,3e20aa2b5292acc47779420b2675665474a0a20767a109c123e1dd41c36a285a,unassigned
-5805312977254070988_121-14_46_46,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070988_121-14_46_46.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,7c025b8c1be6501aa2514f5d50adee121f47d2b2f379c5c8cd16b088e4ee25c5,unassigned
-5805312977254070991_121-15_0_0,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070991_121-15_0_0.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,72cc0f7b6a0f730570800099a45bcffbaad84562bc00695495914e0250972f9c,unassigned
-5805312977254070992_121-15_0_4,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070992_121-15_0_4.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,58b22fd2c3dccb0f708a3556fe8c3bbc600f845983cb6677a108b76638a0edb3,unassigned
-5805312977254070993_121-15_0_9,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070993_121-15_0_9.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,685108331414818f2032efc5fafdae0a46da1e30c1d3e5a9d3a786d8dc5e47ab,unassigned
-5805312977254070994_121-15_0_15,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070994_121-15_0_15.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,e504ee14b6431f2af785d9a55a885dfb43039a2173cd8674f30636287e2fb920,unassigned
-5805312977254070995_121-15_0_19,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070995_121-15_0_19.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,0cda2526ca932d8e04bc2e3b0933a73eae668e7a2301b7af31125d11ad961356,unassigned
-5805312977254070996_121-15_4_31,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070996_121-15_4_31.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,3df0c8fa682ac9f04cc115ce3f4d46ee0518ab639d13e567a575d46d3db41e04,unassigned
-5805312977254070997_121-15_4_38,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070997_121-15_4_38.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,a4f55f67f96784206d4edeb8014b4574368fe5dfef58ff921d3632b1c8b3e07c,unassigned
-5805312977254070998_121-15_4_43,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070998_121-15_4_43.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,bd9af252dafddd9fe75b20d93d51179ee47683edf3ec0446abade99c7a246ec0,unassigned
-5805312977254070999_121-15_4_48,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254070999_121-15_4_48.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,013c14330b8fb037527e6443b5f0b42997a64dc5ce21ccb353dd08a83471f90a,unassigned
-5805312977254071000_121-15_5_39,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071000_121-15_5_39.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,4735bae81b836eade21a7e15d148de8ae369d4a4ead362856ef6a1d2852077b9,unassigned
-5805312977254071001_121-15_10_29,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071001_121-15_10_29.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ee872a7cce52364955cfbf0daf6a620c4a16c7a93c4fd6f3c206bf1308d1477c,unassigned
-5805312977254071002_121-15_10_34,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071002_121-15_10_34.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b900f0417e477421cfd5ddf271b83d8b4e5edd4fefd6c0311c1ae9944c46f31e,unassigned
-5805312977254071003_121-15_10_38,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071003_121-15_10_38.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fa957c023b6babf6d844989673abd2dfda6aba3024944fc2a049f7f3a60db6df,unassigned
-5805312977254071004_121-15_10_42,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071004_121-15_10_42.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,06d235aba69530e18ee03042456536d668d4ce7248d37c1d5ffed9205f616a00,unassigned
-5805312977254071005_121-15_10_46,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071005_121-15_10_46.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,198e27f777fa96e0287fc0db02f98c0654f799c7884ff2d9d5258233afdd3bbc,unassigned
-5805312977254071006_121-15_10_50,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071006_121-15_10_50.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,40384c9f0fc2c3d7aec7dca15429cec6cc2be78bdb6fc33281ac3e924916fb71,unassigned
-5805312977254071007_121-15_10_55,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071007_121-15_10_55.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,8e27255eba351d04e88d157f5607a2d8fa7bfa0a8ef0a5ef9921bffdc0bcd40c,unassigned
-5805312977254071008_121-15_11_1,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071008_121-15_11_1.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fdcefb8ef2376bcc9d9256a6059bf52b66a55d6af530f4b947d10c62ad47f43f,unassigned
-5805312977254071010_121-15_11_11,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071010_121-15_11_11.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,670d5e3fec68b5fd7f03259d659e38db807a248cb37ac01be54689bc9fda4c91,unassigned
-5805312977254071011_121-15_12_6,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071011_121-15_12_6.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ca16c6ed554af1c5d9d3e5bb6a71eff225a7db43058d4a545f1010120d4c16ed,unassigned
-5805312977254071012_121-15_12_10,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071012_121-15_12_10.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,3162a6431ffc01f03a111bfb8d38a94430258ec0d495fcd851854ded2584dbac,unassigned
-5805312977254071013_121-15_12_14,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071013_121-15_12_14.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,7f9ce96e4e243fdd35f47198147b6c5fda80517c0fecd5aa7d6aadda5fc640f3,unassigned
-5805312977254071014_121-15_12_18,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071014_121-15_12_18.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,5989abc87aef439bfe8ceb6998955fac4dac873454899c4e2caa6d06e35894f3,unassigned
-5805312977254071015_121-15_12_23,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071015_121-15_12_23.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,764948a109816c8114d6839aa4c6176b07d93d9c1ff1adecdb87f93e676275f6,unassigned
-5805312977254071016_121-15_12_27,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071016_121-15_12_27.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,36dfa58bc1889be6956c54d7dd77a521e01bc353042001016905c6f81e13de50,unassigned
-5805312977254071017_121-15_12_32,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071017_121-15_12_32.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fff506d5e31cb245dc64a112ef209b219dfe1da2a13d7b08d7484a91f5d77145,unassigned
-5805312977254071018_121-15_12_36,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071018_121-15_12_36.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,837a3f952a71491af79206ca05c0e3be2f5bd126fdf0ff27300457468085782d,unassigned
-5805312977254071023_121-15_13_33,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071023_121-15_13_33.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,585a2f7d4556aab6db1fe421449a85abf28e9aca314e732f63060b0ad9b8ff5e,unassigned
-5805312977254071024_121-15_13_38,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071024_121-15_13_38.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b24100cf18ba3d44e3e6ef033904d6ead49e00d7325a97b5b69fe6111ca5b847,unassigned
-5805312977254071025_121-15_13_44,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071025_121-15_13_44.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b3d6de5cfad80dfafd8134da9c09a732fea95afc28256037076655ae9190d263,unassigned
-5805312977254071026_121-15_13_48,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071026_121-15_13_48.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fe4d46ac42a2e5bd887851895a81bc0c93a1273869c05539835e7cf7ce310008,unassigned
-5805312977254071027_121-15_13_53,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071027_121-15_13_53.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,7acf73d1759417c1975e87a1848adc8fa482c914b8b6fb2f92a92d3f53ea9b53,unassigned
